               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.066586,            0.034575,          0.00057181,             0.42789,             0.32945,             0.30475,            0.084413,            0.084223,            0.037223,           0.0089921,            0.002278,            0.002278,            0.002278
                 158,            0.065253,            0.033652,          0.00055056,             0.44705,             0.32622,             0.30999,            0.087443,            0.083614,            0.037562,            0.011734,           0.0022285,           0.0022285,           0.0022285
                 159,            0.066912,            0.033922,            0.000721,             0.46468,             0.33251,             0.30876,            0.090358,             0.08287,            0.037686,            0.010261,            0.002179,            0.002179,            0.002179
                 160,             0.06458,            0.034449,          0.00061586,             0.43438,             0.31713,             0.29407,            0.085591,            0.083526,            0.037564,           0.0094802,           0.0021295,           0.0021295,           0.0021295
                 161,            0.066043,            0.032476,          0.00060857,             0.45499,             0.32828,             0.29199,            0.081076,            0.084409,            0.037619,           0.0083778,             0.00208,             0.00208,             0.00208
                 162,            0.065369,             0.03651,           0.0010337,              0.4287,             0.32312,             0.28335,            0.078267,            0.084648,            0.038349,            0.013182,           0.0020305,           0.0020305,           0.0020305
                 163,            0.065544,             0.03371,               0.001,             0.44029,             0.34947,             0.30356,            0.086848,            0.083356,            0.038268,            0.010562,            0.001981,            0.001981,            0.001981
                 164,            0.063858,            0.033769,          0.00060471,             0.39887,             0.35365,             0.30189,            0.088282,            0.083296,             0.03822,           0.0096911,           0.0019315,           0.0019315,           0.0019315
                 165,            0.063994,            0.034704,          0.00087366,             0.43702,             0.34337,             0.30701,            0.086878,            0.085083,            0.037564,           0.0080527,            0.001882,            0.001882,            0.001882
                 166,            0.061812,            0.033783,          0.00041226,             0.41708,             0.34246,             0.30655,            0.088144,            0.084604,            0.037327,           0.0070165,           0.0018325,           0.0018325,           0.0018325
                 167,             0.06533,            0.031941,          0.00039529,             0.44942,             0.34188,             0.30852,            0.088025,            0.084473,            0.037238,           0.0063424,            0.001783,            0.001783,            0.001783
                 168,            0.065199,            0.033173,          0.00063447,             0.44426,             0.35198,             0.31122,            0.089199,            0.084425,            0.037444,            0.006776,           0.0017335,           0.0017335,           0.0017335
                 169,            0.064671,            0.033324,           0.0011583,             0.44437,             0.35547,             0.31498,            0.090221,            0.084152,            0.037474,           0.0067345,            0.001684,            0.001684,            0.001684
                 170,            0.064359,            0.034449,           0.0018511,             0.43479,             0.35836,             0.32266,            0.093858,            0.083797,            0.037749,           0.0064509,           0.0016345,           0.0016345,           0.0016345
                 171,            0.063711,            0.032591,          0.00049058,             0.44508,             0.32809,             0.30888,            0.092283,             0.08371,            0.037395,           0.0077456,            0.001585,            0.001585,            0.001585
                 172,            0.062492,            0.033705,          0.00075232,             0.44305,             0.35566,             0.32541,            0.095625,            0.083665,            0.037277,           0.0094118,           0.0015355,           0.0015355,           0.0015355
                 173,            0.061982,            0.033505,           0.0005119,             0.40527,             0.35083,             0.30795,            0.089708,            0.084604,            0.037627,            0.010846,            0.001486,            0.001486,            0.001486
                 174,            0.064173,            0.034734,          0.00046732,              0.4031,             0.33073,              0.2896,            0.085578,            0.084049,            0.037944,           0.0090287,           0.0014365,           0.0014365,           0.0014365
                 175,            0.063643,            0.033272,          0.00051816,             0.42827,             0.35464,              0.2989,            0.089449,             0.08376,            0.037642,           0.0070254,            0.001387,            0.001387,            0.001387
                 176,            0.061807,            0.032976,          0.00059067,             0.43549,              0.3577,             0.31494,             0.09331,             0.08315,            0.037622,           0.0063057,           0.0013375,           0.0013375,           0.0013375
                 177,            0.065138,              0.0339,           0.0017068,             0.43064,             0.35684,              0.3143,            0.093377,            0.083322,            0.037799,           0.0074809,            0.001288,            0.001288,            0.001288
                 178,            0.064109,            0.033785,          0.00051196,             0.47352,             0.35175,             0.33558,             0.10417,            0.083311,            0.037645,           0.0081902,           0.0012385,           0.0012385,           0.0012385
                 179,            0.063479,            0.033307,          0.00049488,             0.48435,             0.34393,             0.32605,            0.098732,            0.084182,            0.037738,           0.0097915,            0.001189,            0.001189,            0.001189
                 180,            0.064477,            0.034496,           0.0020056,             0.44667,             0.33816,             0.30681,            0.091041,            0.083601,            0.038111,            0.010237,           0.0011395,           0.0011395,           0.0011395
                 181,             0.06301,            0.035602,          0.00056323,             0.42341,             0.35972,             0.31636,            0.095962,            0.083351,            0.037888,            0.009301,             0.00109,             0.00109,             0.00109
                 182,            0.063024,            0.035001,            0.000656,             0.43222,             0.34879,             0.31576,            0.094438,            0.083112,            0.037554,            0.010785,           0.0010405,           0.0010405,           0.0010405
                 183,             0.06415,            0.038007,          0.00060272,             0.44682,             0.34663,             0.31623,            0.095712,            0.083275,            0.037608,            0.011149,            0.000991,            0.000991,            0.000991
                 184,            0.061552,            0.032765,          0.00046613,             0.41464,              0.3413,             0.30795,            0.095663,            0.083075,            0.037797,            0.010541,           0.0009415,           0.0009415,           0.0009415
                 185,            0.062225,            0.034965,          0.00042218,             0.42126,             0.34936,             0.30946,            0.094079,             0.08321,            0.037893,           0.0095025,            0.000892,            0.000892,            0.000892
                 186,            0.063385,            0.034255,          0.00047312,             0.43487,             0.34211,             0.30558,            0.090991,            0.083489,            0.038424,           0.0087753,           0.0008425,           0.0008425,           0.0008425
                 187,            0.064464,            0.036885,          0.00061267,             0.43711,             0.32945,             0.29896,             0.09071,            0.083525,            0.038345,           0.0082785,            0.000793,            0.000793,            0.000793
                 188,            0.062344,            0.035676,          0.00067589,             0.42596,             0.35085,             0.31283,            0.091132,            0.084193,            0.037906,            0.007869,           0.0007435,           0.0007435,           0.0007435
                 189,            0.062723,            0.037438,          0.00089669,             0.40576,             0.35335,             0.30593,            0.089635,             0.08447,            0.038031,           0.0090851,            0.000694,            0.000694,            0.000694
                 190,            0.062281,            0.033764,          0.00050795,             0.40796,              0.3577,             0.31283,            0.092654,            0.084272,            0.037957,           0.0084462,           0.0006445,           0.0006445,           0.0006445
                 191,            0.062387,            0.037086,          0.00045184,             0.41133,             0.35633,             0.30562,            0.091063,            0.084997,            0.037553,           0.0088837,            0.000595,            0.000595,            0.000595
                 192,             0.06088,            0.034743,          0.00029051,             0.42934,             0.34128,             0.31398,            0.091748,            0.084574,            0.037713,           0.0085522,           0.0005455,           0.0005455,           0.0005455
                 193,            0.064262,            0.031987,          0.00035202,             0.45864,             0.33781,             0.31338,            0.094846,            0.084176,             0.03777,           0.0079759,            0.000496,            0.000496,            0.000496
                 194,            0.060748,            0.032489,          0.00036252,             0.45604,              0.3428,             0.30534,            0.091774,            0.083897,            0.037835,           0.0077908,           0.0004465,           0.0004465,           0.0004465
                 195,            0.061531,            0.033952,          0.00046409,             0.46486,             0.34307,             0.31594,            0.091603,            0.084062,            0.037699,           0.0077465,            0.000397,            0.000397,            0.000397
                 196,            0.062959,             0.03441,          0.00053599,             0.46544,             0.33579,             0.31331,            0.091739,            0.084168,            0.037738,           0.0077649,           0.0003475,           0.0003475,           0.0003475
                 197,            0.063016,            0.034048,          0.00048282,             0.46353,             0.34358,             0.32203,            0.094066,            0.083956,            0.037812,           0.0084895,            0.000298,            0.000298,            0.000298
                 198,            0.060598,            0.031132,          0.00070013,             0.45342,             0.35284,             0.32177,            0.095285,            0.084063,            0.037617,           0.0079675,           0.0002485,           0.0002485,           0.0002485
                 199,            0.060877,             0.03432,           0.0012648,             0.43969,             0.34755,             0.31381,            0.092907,            0.084363,            0.037599,           0.0085194,            0.000199,            0.000199,            0.000199
